cust_id,sales_total,num_of_orders,gender
101260,70.02,1,M
101261,74.02,3,M
101262,313.62,3,F
101263,609.2,5,F
101264,197.39,2,M
101265,120.34,3,F
101266,222.27,3,F
101267,322.52,2,F
101268,49.54,1,F
101269,479.01,4,M
101270,227.37,3,F
101271,80.73687858,2,M
101272,140.12,1,M
101273,45.13,2,F
101274,184.48,2,F
101275,361.04,4,F
101276,79.59,3,F
101277,351.38,3,M
101278,346.8,3,M
101279,218.63,3,F
101280,316.03,3,M
101281,31.27,1,M
101282,78.25,1,M
101283,153.98,2,M
101284,57.34,3,M
101285,194.83,3,F
101286,102.15,2,M
101287,358.93,4,F
101288,201.72,4,M
101289,55.09,2,M
101290,556.18,2,F
101291,150.71,2,F
101292,73.47,1,M
101293,38.74,1,F
101294,191.78,1,M
101295,121.24,1,M
101296,232.51,2,M
101297,248.51,1,M
101298,63.01,3,M
101299,153.04,2,M
101300,118.12,2,M
101301,165.11,3,M
101302,907.55,5,M
101303,121.97,2,F
101304,81.43,2,F
101305,102.49,1,M
101306,59.78,2,F
101307,246.37,3,F
101308,581.99,5,F
101309,428.67,3,M
101310,168.56,2,F
101311,68.17,3,F
101312,56.64,3,F
101313,77.86,2,F
101314,255.35,2,F
101315,50.99,1,M
101316,95.52,2,F
101317,350.88,2,M
101318,74.38,2,F
101319,46.75,2,M
101320,42.43,1,F
101321,196.63,2,M
101322,140.94,1,F
101323,326.86,2,M
101324,1243.98,7,F
101325,925.62,4,F
101326,101.1,1,F
101327,161.28,2,M
101328,56.6,3,M
101329,61.25,3,M
101330,197.58,2,F
101331,161.95,2,F
101332,93.58,2,F
101333,182.81,2,F
101334,646.57,3,M
101335,92.41,3,F
101336,218,3,M
101337,242.89,3,M
101338,125.73,1,M
101339,92.5,3,M
101340,232.4,1,F
101341,246.7,3,M
101342,71.71,2,F
101343,655.37,6,M
101344,597.6,5,M
101345,180.97,2,F
101346,76.5,1,M
101347,107.27,2,M
101348,220.93,4,M
101349,40.53,2,M
101350,48.43,1,F
101351,113.47,3,M
101352,63.7,2,M
101353,87.08,2,M
101354,197.47,2,M
101355,134.91,3,F
101356,403.36,2,M
101357,128.72,1,F
101358,30.79,2,F
101359,410.45,3,M
101360,47.89,1,M
101361,176.37,2,F
101362,272.78,4,F
101363,395.73,3,F
101364,371.32,1,F
101365,128.9,3,M
101366,208.04,2,M
101367,1294.44,4,M
101368,159.44,2,M
101369,2035.2,17,F
101370,37.96,2,F
101371,398.83,3,F
101372,134.15,2,F
101373,165.88,2,F
101374,464.83,4,M
101375,579.18,5,F
101376,38.69011804,2,F
101377,244.07,2,M
101378,69.36,2,F
101379,175.27,2,F
101380,48.85221016,1,F
101381,189.71,3,F
101382,234.64,3,M
101383,299.88,3,M
101384,48.61,1,M
101385,377.95,2,M
101386,60.03,3,F
101387,139.13,1,M
101388,31.29,2,M
101389,331.02,4,M
101390,191.18,2,F
101391,136.85,2,M
101392,475.77,4,M
101393,283.39,3,F
101394,326.76,2,F
101395,64.63,2,F
101396,219.16,3,F
101397,332.85,2,M
101398,358.47,3,M
101399,49.09,2,M
101400,632.84,3,M
101401,117.03,3,M
101402,104.5,1,M
101403,78.61,1,M
101404,817.79,3,F
101405,253.62,3,M
101406,582.12,5,M
101407,179.94,2,F
101408,107.88,2,M
101409,98.19,2,M
101410,80.45,1,M
101411,1028.15,6,F
101412,65.00223617,2,F
101413,114.4,2,M
101414,412.15,1,F
101415,268.8,2,F
101416,187.51,3,F
101417,396.29,3,M
101418,282.67,2,F
101419,569.59,5,F
101420,1091.17,6,M
101421,187.28,2,F
101422,36.78,2,M
101423,343.48,3,M
101424,490.97,4,F
101425,74.31909648,2,M
101426,222.86,3,M
101427,50.41724558,2,M
101428,172.12,3,M
101429,408.7,2,F
101430,324,1,F
101431,227.04,2,M
101432,179.62,3,M
101433,96.27,1,F
101434,96.21,2,F
101435,138.83,2,F
101436,108.6,2,M
101437,880.74,6,M
101438,31.06,2,M
101439,393.83,1,M
101440,73.96353435,2,F
101441,47.53,1,M
101442,206.44,4,F
101443,167.32,3,M
101444,322.19,4,M
101445,72.27011324,1,F
101446,118.31,2,F
101447,261.06,2,F
101448,66.59,1,M
101449,144.22,2,M
101450,295.4,2,F
101451,1049.4,7,M
101452,51.21,1,M
101453,48.02,1,M
101454,82.52,1,M
101455,752.9,4,F
101456,75.65,3,M
101457,55.52,1,M
101458,64.94,1,M
101459,381.86,3,M
101460,198.13,2,F
101461,367.14,2,F
101462,96.39772141,2,M
101463,136.93,3,F
101464,158.01,2,M
101465,33.84,1,M
101466,70.04,1,M
101467,58.68,2,M
101468,262.64,3,M
101469,45.02,1,F
101470,177.67,3,F
101471,158.36,1,F
101472,142.97,2,F
101473,194.03,1,M
101474,36.99672141,2,F
101475,174.37,3,F
101476,83.60498314,1,F
101477,95.18,3,F
101478,126,2,F
101479,139.6,1,M
101480,129.73,2,M
101481,62.48,2,F
101482,95.35,1,M
101483,466.37,2,M
101484,316.14,4,F
101485,104.46,2,F
101486,147.28,3,M
101487,87.35,1,F
101488,31.42,2,M
101489,127.17,1,F
101490,61.87,3,M
101491,248.6,1,F
101492,175.21,1,M
101493,394.76,3,F
101494,561.26,2,M
101495,139.22,2,M
101496,30.2,2,M
101497,33.8,2,F
101498,226.5,2,F
101499,171.45,2,M
101500,1075.42,9,M
101501,110.93,2,M
101502,347.65,2,F
101503,161.28,2,M
101504,121.61,1,F
101505,415.19,2,M
101506,221.83,1,M
101507,799.16,6,M
101508,31.59,1,M
101509,888.78,4,F
101510,149.46,1,F
101511,91.39424711,1,F
101512,35.12589417,1,M
101513,212.49,3,M
101514,163.37,2,M
101515,146.21,3,M
101516,451.52,2,F
101517,87.76,3,F
101518,58.76,2,M
101519,540.39,4,M
101520,147.92,3,M
101521,38.45,2,M
101522,63.37,3,M
101523,55.72,3,F
101524,202.21,2,F
101525,90.74669982,2,M
101526,59.04370942,2,F
101527,100.03,2,F
101528,57.7,1,F
101529,166.45,2,M
101530,39.94,1,F
101531,52.41,1,F
101532,77.34,1,F
101533,224.5,2,M
101534,116.34,3,M
101535,260.44,3,M
101536,387.67,2,M
101537,122.2,3,F
101538,68.05,1,M
101539,51.77435183,2,M
101540,140.62,2,F
101541,563.5,2,F
101542,249.21,3,F
101543,280.01,3,F
101544,146.97,2,F
101545,149.85,2,F
101546,76.78,2,F
101547,62.75867991,2,F
101548,224.13,2,M
101549,381.76,3,M
101550,223.11,2,F
101551,443.55,2,F
101552,854.74,5,M
101553,113.13,2,M
101554,103.16,2,M
101555,47.56,1,F
101556,41.46,2,M
101557,475.68,2,M
101558,171.2,2,M
101559,247.28,2,F
101560,208.66,2,M
101561,842.05,4,M
101562,34.34,1,F
101563,78.94,3,F
101564,143.9,2,M
101565,133.4,3,M
101566,197.09,3,M
101567,157.18,1,M
101568,187.13,3,M
101569,41.49,1,M
101570,83.11,1,M
101571,146.76,2,M
101572,64.6,3,F
101573,51.01,2,M
101574,78.69,2,F
101575,455.99,4,F
101576,142.38,1,M
101577,149.75,3,M
101578,826.9,5,M
101579,69.69,3,M
101580,654.79,3,F
101581,81.74,1,F
101582,106.51,2,F
101583,168.95,2,F
101584,94.35,2,F
101585,135.84,3,M
101586,80.01,2,F
101587,496.65,2,M
101588,124.68,2,M
101589,129.96,1,M
101590,173.68,2,M
101591,161.02,3,M
101592,210.81,2,M
101593,173.66,3,M
101594,168.41,2,M
101595,138.54,1,F
101596,54.83,2,M
101597,412.54,1,M
101598,70.36,2,M
101599,394.55,1,M
101600,146.58,3,F
101601,402.98,2,M
101602,276.62,2,F
101603,79.79,2,F
101604,56.03,2,F
101605,979.23,4,F
101606,99.95,1,M
101607,110.65,2,F
101608,1615.88,9,F
101609,717.86,6,M
101610,69.4,3,F
101611,56.85,3,M
101612,451.27,1,M
101613,1273.91,4,F
101614,782.67,2,F
101615,45.73,2,M
101616,142.88,1,F
101617,129.21,2,M
101618,178.13,3,M
101619,1270.19,6,M
101620,117.75,2,F
101621,186.55,2,M
101622,286.79,3,F
101623,1275.41,6,M
101624,43.43,2,F
101625,46.14,1,M
101626,1262.65,4,M
101627,100.66,2,F
101628,176.46,2,F
101629,85.01,1,M
101630,37.52406099,1,M
101631,185.4,2,M
101632,48.57,2,M
101633,659.3,6,M
101634,73.78,2,M
101635,196.57,3,M
101636,654.85,5,M
101637,72.22,2,F
101638,415.91,4,F
101639,106.76,1,F
101640,145.24,2,M
101641,146.4,3,F
101642,187.06,2,M
101643,283.9,3,F
101644,193.75,3,M
101645,37.77,1,M
101646,528.64,4,F
101647,80.69,3,F
101648,269.21,2,F
101649,255.7,3,M
101650,196.04,1,F
101651,35.32952636,1,F
101652,169.7,1,M
101653,542.97,2,F
101654,264.84,2,F
101655,133.75,2,M
101656,550.26,3,F
101657,942.43,6,M
101658,105.98,2,F
101659,194.23,2,M
101660,109.09,2,F
101661,110.84,1,M
101662,70.67,1,F
101663,313.08,4,M
101664,66.22,2,M
101665,73.93,2,F
101666,329.26,1,M
101667,142.44,3,F
101668,102.56,1,M
101669,70.25607053,2,M
101670,37.41,1,M
101671,568.72,4,F
101672,248.77,1,M
101673,242.81,2,F
101674,146.87,2,M
101675,130.78,2,M
101676,1138.71,6,F
101677,578.18,6,F
101678,161.73,3,M
101679,180.53,2,M
101680,39.38,2,M
101681,314.13,4,F
101682,375.38,1,M
101683,457.13,1,M
101684,83.09,1,F
101685,227.37,3,M
101686,279.85,3,M
101687,96.85,2,M
101688,66.68,2,F
101689,45.71,1,F
101690,564.39,5,M
101691,82.70102975,2,F
101692,173.62,1,F
101693,89.34,2,M
101694,73.12,1,M
101695,346.22,4,M
101696,70.64,3,M
101697,193.03,3,F
101698,66.38,2,F
101699,69.95,3,M
101700,108.33,1,F
101701,45.68,1,F
101702,76.51560068,1,M
101703,1370.68,6,M
101704,121.66,1,F
101705,70.62,3,F
101706,430.19,2,M
101707,165.77,3,F
101708,295.27,3,F
101709,127.18,3,M
101710,192.24,1,M
101711,40.99,1,F
101712,165.34,2,F
101713,71.60174023,1,M
101714,193.67,2,F
101715,180.33,2,F
101716,228.64,3,F
101717,284.16,3,F
101718,30.78,2,F
101719,119.88,2,M
101720,77.15,2,M
101721,51.64,2,F
101722,115.15,1,F
101723,224.41,4,F
101724,405.69,2,M
101725,42.92,2,M
101726,219.67,2,M
101727,32.31161566,2,M
101728,216.13,1,M
101729,295.24,1,F
101730,82.63,2,F
101731,54.06,2,M
101732,215.96,3,M
101733,486.99,3,F
101734,253.19,1,F
101735,935.42,5,M
101736,82.54,1,M
101737,188.56,1,F
101738,676.67,4,M
101739,83.36,1,F
101740,41.53,1,F
101741,52.16,3,M
101742,1288.44,5,M
101743,94.12926491,2,M
101744,30.49,1,M
101745,331.21,4,F
101746,77.59,1,F
101747,180.68,3,F
101748,101.78,3,F
101749,660.29,5,M
101750,203.17,2,F
101751,300.88,3,M
101752,202.76,2,F
101753,262.42,2,F
101754,145.48,1,F
101755,109.52,2,F
101756,108.88,3,M
101757,91.51,2,F
101758,1061.18,7,M
101759,625.74,4,M
101760,192.47,1,M
101761,42.96,1,F
101762,61.99,2,M
101763,50.03,3,F
101764,57.22,2,M
101765,202.54,1,M
101766,157.06,1,M
101767,681.8,2,F
101768,66.24,2,M
101769,178.75,1,M
101770,89.86,3,M
101771,160.87,2,M
101772,78.74,2,M
101773,49.48,2,M
101774,164.26,2,M
101775,592.15,4,F
101776,135.53,2,F
101777,115.92,3,M
101778,86.25,1,M
101779,93.27,1,F
101780,77.18,3,M
101781,180.04,1,F
101782,34.91,1,F
101783,191.39,1,F
101784,271.81,3,F
101785,954.75,4,M
101786,531.17,2,M
101787,209.25,3,M
101788,94.29,2,M
101789,596.45,3,M
101790,35.67,1,M
101791,370.77,3,M
101792,166.34,3,M
101793,285.79,3,M
101794,194.77,2,F
101795,670.45,3,M
101796,59.68,2,M
101797,60.79882904,3,M
101798,183.35,3,F
101799,52.43,1,M
101800,82.66,2,F
101801,1059.01,5,F
101802,186.37,2,F
101803,73.19,1,M
101804,89.15,1,M
101805,415.48,1,F
101806,150.22,2,F
101807,121.54,3,M
101808,76.47,1,F
101809,113.93,2,M
101810,211.58,1,M
101811,161.25,1,F
101812,43.82,1,F
101813,122.14,1,F
101814,92.84,3,F
101815,67.69,2,F
101816,75.75942027,1,M
101817,53.05,3,F
101818,56.48,2,M
101819,307.9,3,M
101820,112.41,2,M
101821,84.2233782,1,M
101822,290.69,1,M
101823,46.01,2,F
101824,112.81,2,F
101825,698.76,5,F
101826,159.54,1,F
101827,311.14,2,M
101828,117.89,2,F
101829,72.86,1,M
101830,431.2,2,F
101831,120.07,2,M
101832,1006.3,6,F
101833,284.63,1,F
101834,48.24,1,M
101835,106.79,1,F
101836,70.32,2,F
101837,112.42,1,M
101838,785.78,5,M
101839,40.37,2,F
101840,240.94,2,M
101841,105.45,3,F
101842,648.68,6,M
101843,312.7,2,M
101844,370.89,2,M
101845,43.15,1,M
101846,51.47,2,F
101847,354.86,3,M
101848,55.11,3,F
101849,597.54,4,M
101850,208.65,1,F
101851,1282.07,6,F
101852,219.58,2,M
101853,191.93,3,F
101854,72.21,3,M
101855,224.78,4,F
101856,124.34,2,M
101857,196.36,1,F
101858,37.5599136,2,M
101859,48.71,1,F
101860,48.92,1,M
101861,128.11,2,M
101862,137.51,2,M
101863,74.07,3,F
101864,307.58,2,F
101865,1974.15,5,M
101866,208.02,1,M
101867,223.03,1,F
101868,212.94,3,F
101869,112.84,3,F
101870,163.07,2,F
101871,373.61,2,M
101872,311.05,3,F
101873,81.23,2,F
101874,93.04,2,F
101875,69.24,1,F
101876,101.45,2,M
101877,114.85,3,M
101878,64.91,2,M
101879,755,5,M
101880,145.12,1,F
101881,38.83,2,M
101882,276.33,3,F
101883,389.15,2,F
101884,105.13,1,F
101885,32.50374696,3,F
101886,112.04,2,M
101887,199.45,2,M
101888,139.57,2,F
101889,827.37,3,F
101890,224.6,1,M
101891,465.35,2,F
101892,253.95,3,M
101893,138.38,2,F
101894,49.41,2,M
101895,278.9,2,M
101896,142.69,1,M
101897,240.94,3,F
101898,36.08,1,M
101899,403.88,3,F
101900,2223.01,17,M
101901,113.69,3,M
101902,32.32,1,M
101903,139.09,2,F
101904,215.95,4,F
101905,665.55,5,M
101906,233.18,1,M
101907,102.49,2,F
101908,98.56,2,F
101909,159.35,3,F
101910,137.2,3,F
101911,159.2,3,M
101912,138.34,1,M
101913,370.77,2,M
101914,49.37,2,M
101915,136.73,2,F
101916,327.98,2,M
101917,95.29,2,F
101918,259.4,1,M
101919,52.84,2,F
101920,317.95,1,F
101921,218.95,2,M
101922,350.73,4,M
101923,430.55,2,M
101924,110.8,1,M
101925,322.75,2,F
101926,542.92,5,F
101927,136.52,1,F
101928,198.49,2,F
101929,75.56,1,F
101930,186.31,3,F
101931,117.87,2,M
101932,444.26,1,F
101933,736.28,2,M
101934,164.88,3,F
101935,165.43,2,M
101936,54.47,2,M
101937,161.07,2,F
101938,198.5,3,M
101939,268.82,4,M
101940,250.04,2,M
101941,70,3,F
101942,128.43,3,F
101943,127.37,2,F
101944,192.68,3,F
101945,353.68,4,F
101946,132.1,2,F
101947,501,2,F
101948,201.24,4,F
101949,171.23,1,F
101950,82.76,3,M
101951,114.32,3,F
101952,50.96,3,F
101953,113.45,2,M
101954,49.25,1,M
101955,330.11,2,M
101956,151.07,2,M
101957,506.54,3,M
101958,165.15,1,F
101959,407.21,2,F
101960,425.56,2,F
101961,512.25,3,F
101962,380.05,3,M
101963,135.42,3,F
101964,368.34,1,F
101965,108.57,1,M
101966,51.63,2,M
101967,237.46,1,F
101968,136.99,3,M
101969,107.92,1,F
101970,76.29346182,1,F
101971,125.55,1,M
101972,96.83,1,F
101973,91.93862137,2,M
101974,123.18,2,M
101975,551.11,6,F
101976,181.86,1,M
101977,336.05,4,M
101978,302.47,1,M
101979,338.75,3,M
101980,138.06,3,M
101981,81.66,2,M
101982,160.63,1,F
101983,81.7531856,2,F
101984,161.32,2,M
101985,302.72,3,F
101986,51.18,2,M
101987,215.44,1,F
101988,63.74747274,2,M
101989,79.39,1,M
101990,253.01,1,M
101991,499.93,3,M
101992,361.29,3,F
101993,157.24,1,M
101994,252.39,3,F
101995,60.88,1,M
101996,687.27,3,F
101997,148.33,2,M
101998,46.64728881,1,F
101999,226.47,3,F
102000,86.42,2,M
102001,188.39,1,M
102002,661.82,2,F
102003,42.06,1,F
102004,69.59955462,2,M
102005,785.31,5,F
102006,36.38,2,F
102007,66.74,3,F
102008,125.13,3,M
102009,324.94,3,F
102010,169.92,1,F
102011,586.97,6,M
102012,278.1,2,M
102013,100.22,2,F
102014,96.26320311,2,M
102015,1079.61,5,F
102016,179.4,3,F
102017,161.33,2,M
102018,538.18,6,F
102019,39.9,1,M
102020,197.28,1,F
102021,86.86,2,M
102022,83.75,1,F
102023,381.74,2,M
102024,204.08,2,F
102025,43.15,1,M
102026,363.03,1,F
102027,74.77,2,M
102028,55.69,3,F
102029,912.11,4,M
102030,92.88,1,F
102031,146.01,3,M
102032,183.45,1,F
102033,150.78,2,F
102034,599.49,3,F
102035,132.91,1,M
102036,56.49,3,F
102037,56.85,3,M
102038,98.68,3,M
102039,159.21,2,M
102040,44.93,2,F
102041,278.16,3,F
102042,105.29,2,F
102043,319.61,1,M
102044,34.71,1,F
102045,234.76,3,F
102046,183.79,1,M
102047,270.97,3,M
102048,38.97,1,M
102049,74.82,1,M
102050,539.87,4,F
102051,41.59,1,F
102052,298.09,2,F
102053,261.75,3,M
102054,488.69,4,M
102055,77.83,2,F
102056,357.89,4,M
102057,77.6,2,M
102058,86.4,3,M
102059,301.99,1,M
102060,129.28,2,M
102061,223.67,3,M
102062,193.41,3,F
102063,139.47,3,M
102064,533.06,6,M
102065,148.56,2,F
102066,67.76,2,F
102067,63.69,2,M
102068,236.86,2,F
102069,572.66,4,M
102070,162.44,2,F
102071,142.98,2,F
102072,552.4,3,F
102073,263.67,4,M
102074,56.48,2,F
102075,345.49,3,M
102076,31.04,2,F
102077,372.12,3,F
102078,331.08,3,F
102079,149.93,3,F
102080,972.9,4,F
102081,60.16,3,M
102082,129.73,2,M
102083,76.73441389,1,M
102084,132.15,2,M
102085,515.18,4,M
102086,242.74,2,M
102087,190.65,2,F
102088,154.44,3,M
102089,144.7,1,F
102090,152.95,2,F
102091,79.64,2,M
102092,104.63,1,F
102093,796.04,4,F
102094,476.13,4,F
102095,59.44,2,M
102096,99.94,1,F
102097,50.98,3,M
102098,123.93,1,M
102099,497.27,3,M
102100,58.83,3,F
102101,115.08,2,M
102102,269,3,F
102103,601.84,6,F
102104,314.89,2,M
102105,408.94,2,F
102106,44.68,2,M
102107,101.87,3,F
102108,42.25,1,F
102109,70.9,2,M
102110,184.78,3,M
102111,264.25,2,M
102112,302.88,2,M
102113,34.34,2,M
102114,1058.28,6,M
102115,43.69,2,M
102116,133.24,2,F
102117,65.81,2,M
102118,190.54,2,F
102119,69,2,F
102120,424.72,3,M
102121,49.9,1,F
102122,157.52,3,F
102123,82.51,2,M
102124,45.1,1,F
102125,440.56,2,F
102126,182.56,1,M
102127,65.96,2,M
102128,336.07,1,F
102129,30.08,1,M
102130,139.58,3,M
102131,126.14,2,M
102132,242.67,4,M
102133,414.87,3,F
102134,93.64,3,F
102135,31.77,2,F
102136,132.89,3,M
102137,445.16,3,M
102138,209.65,1,M
102139,295.6,1,M
102140,324.5,3,M
102141,123.2,2,M
102142,475.37,1,M
102143,94.92,1,M
102144,245.2,2,F
102145,336.97,3,F
102146,1163.47,7,M
102147,340.45,3,F
102148,178.24,3,M
102149,211.94,3,M
102150,38.88,2,F
102151,155.88,3,F
102152,292.96,4,M
102153,129.18,2,M
102154,198.15,1,M
102155,305.12,3,M
102156,270.75,1,M
102157,67,1,M
102158,397.19,3,M
102159,118.38,1,M
102160,52.13,2,M
102161,491.75,3,F
102162,54.46,1,M
102163,45.75,1,M
102164,227.33,2,M
102165,129.57,3,F
102166,413.29,2,M
102167,68.08,2,F
102168,164.17,3,M
102169,499.23,4,M
102170,319.21,3,F
102171,123.78,1,F
102172,42.9,1,M
102173,392.89,2,M
102174,231.73,4,M
102175,399.57,2,F
102176,217.95,2,F
102177,307.03,3,F
102178,98.43,1,M
102179,140.02,2,M
102180,176.27,2,F
102181,80.69,3,F
102182,97.63,2,F
102183,227.27,2,M
102184,146.81,1,F
102185,69.09,3,F
102186,148.31,3,F
102187,43.2,2,M
102188,186.62,2,M
102189,947.85,5,F
102190,490.13,3,M
102191,112.54,1,M
102192,206.98,1,F
102193,107.83,2,M
102194,64.92,3,F
102195,128.61,3,F
102196,195.51,1,F
102197,32.85,1,M
102198,198.86,2,M
102199,2224.78,17,M
102200,143.42,2,M
102201,108.41,2,M
102202,444.34,4,F
102203,2875.67,8,M
102204,301.42,2,M
102205,83.48372533,1,M
102206,337.33,3,M
102207,107.3,2,F
102208,613.49,2,F
102209,58.77,3,M
102210,62.96,3,F
102211,492.92,4,M
102212,485.12,4,M
102213,107.54,2,F
102214,226.21,3,M
102215,310.04,1,M
102216,1938.21,6,F
102217,129.36,2,F
102218,56.74,3,M
102219,373.77,1,F
102220,43.91,2,M
102221,205.1,1,F
102222,166.74,3,F
102223,519.74,3,M
102224,69.49,2,F
102225,456.46,1,M
102226,641.64,4,M
102227,86.10673819,2,F
102228,121.35,3,F
102229,140.4,2,M
102230,702.52,6,M
102231,1001.69,6,M
102232,211.85,2,M
102233,184.21,3,M
102234,249.69,4,M
102235,212.99,3,F
102236,261.49,2,F
102237,53.49065138,2,F
102238,439.44,3,F
102239,303.89,2,F
102240,187.28,2,F
102241,60.48,1,M
102242,48.6,1,F
102243,112.74,3,M
102244,81.2,3,M
102245,288.54,2,M
102246,186.81,3,M
102247,385.16,2,M
102248,692.59,4,F
102249,125.75,2,F
102250,186.4,2,F
102251,181.22,2,F
102252,97.96,2,F
102253,303.88,2,F
102254,142.86,3,M
102255,380.24,3,M
102256,745.86,3,F
102257,114.17,1,F
102258,309.43,4,F
102259,351.95,2,M
102260,228.78,2,M
102261,241.77,3,M
102262,199.84,2,F
102263,448.51,2,M
102264,109.64,1,M
102265,403.12,3,M
102266,328.17,3,M
102267,75.98627477,2,F
102268,425.06,1,M
102269,216.09,3,M
102270,37.78,2,F
102271,412.14,2,M
102272,259.8,2,F
102273,63.39,1,F
102274,166.66,2,F
102275,165.66,2,M
102276,91.93,1,M
102277,124.76,3,M
102278,699.61,2,F
102279,63.47,1,F
102280,317.5,3,F
102281,298.83,4,F
102282,55.01,1,F
102283,139.55,2,M
102284,64.77,2,M
102285,178.18,3,M
102286,153.42,1,F
102287,183.77,2,F
102288,126.09,1,M
102289,562.66,4,F
102290,50.22,2,F
102291,253.02,4,F
102292,415.11,1,F
102293,249.22,2,M
102294,429.65,3,F
102295,314.27,1,M
102296,186.2,3,M
102297,421.3,1,M
102298,386.64,1,M
102299,51.13,2,F
102300,81.67,3,M
102301,256.62,4,M
102302,172.67,2,M
102303,601.95,2,F
102304,97.61,1,F
102305,60.9,2,M
102306,171.11,2,M
102307,60.62,2,F
102308,106.24,1,F
102309,204.5,3,F
102310,150.9,2,M
102311,165.42,2,M
102312,80.108123,2,F
102313,98.55,2,F
102314,278.69,3,F
102315,33.55555228,2,M
102316,85.82592912,1,M
102317,132.63,3,F
102318,30.54,1,F
102319,170.41,2,M
102320,893.97,2,M
102321,61.85,1,M
102322,47.19,1,F
102323,108.92,1,M
102324,119.75,1,F
102325,165.57,1,M
102326,117.61,2,F
102327,105.26,2,F
102328,243.86,3,M
102329,276.22,4,F
102330,190.52,1,F
102331,164.67,3,F
102332,149.79,2,M
102333,302.42,3,M
102334,173.62,3,F
102335,60.01,3,M
102336,90.88836183,1,M
102337,35.95,1,M
102338,108.22,1,F
102339,154,2,F
102340,85.68,2,F
102341,53.15,2,F
102342,84.92,1,M
102343,111.89,1,F
102344,82.67,2,F
102345,332.91,2,M
102346,275.39,3,M
102347,1628.49,4,F
102348,256.65,3,F
102349,62.39,2,M
102350,328.74,4,F
102351,92.6,2,F
102352,152.49,2,M
102353,65.99,1,F
102354,443.75,4,M
102355,119.09,1,M
102356,58.46436725,2,F
102357,40.81,1,M
102358,840.08,5,F
102359,124.15,3,F
102360,110.03,2,M
102361,187.93,2,F
102362,744.73,5,F
102363,65.85881203,2,M
102364,172.78,2,F
102365,40.8809411,2,F
102366,132.1,2,F
102367,212.29,3,F
102368,192.87,2,M
102369,803.42,5,M
102370,39.43121487,2,M
102371,91.65,1,F
102372,243.89,3,M
102373,280.74,2,F
102374,54.25,1,F
102375,316.81,4,M
102376,48.86,1,F
102377,65.62,2,M
102378,835.2,4,M
102379,802.61,6,M
102380,222.04,2,M
102381,160.51,3,M
102382,272.96,4,F
102383,665.4,5,F
102384,292.03,1,F
102385,104.37,1,M
102386,834.02,3,M
102387,448.69,4,M
102388,327.49,3,F
102389,207.95,4,M
102390,73.41,1,F
102391,173.99,2,M
102392,57.25,2,F
102393,46.59,2,M
102394,720.95,3,F
102395,210.51,2,M
102396,52.03,2,F
102397,999.73,4,M
102398,178.59,2,F
102399,792.14,3,F
102400,47.46,1,M
102401,337.28,3,F
102402,111.63,3,M
102403,534.87,4,M
102404,247.93,2,F
102405,665.16,3,M
102406,32.23,1,M
102407,259.24,2,M
102408,32.59,2,M
102409,135.91,3,F
102410,243.19,2,F
102411,188.16,3,F
102412,1260.41,5,M
102413,232.28,4,M
102414,123.25,2,F
102415,158.1,2,F
102416,163.46,3,F
102417,191.18,3,M
102418,285.55,1,M
102419,833.06,3,M
102420,185.03,2,F
102421,49.02,2,F
102422,707.3,3,M
102423,100.36,3,F
102424,212.79,3,M
102425,148.21,2,M
102426,108.94,3,F
102427,134.52,1,F
102428,90.07,2,M
102429,56.36,1,M
102430,118.16,1,M
102431,368.19,2,M
102432,510.17,3,F
102433,166.57,3,M
102434,61.07,2,M
102435,265.64,3,M
102436,334.76,2,F
102437,81.93,2,M
102438,821.05,3,M
102439,82.85973843,3,M
102440,70.19,1,F
102441,58.85,2,F
102442,145.78,3,M
102443,347.76,4,M
102444,249.21,2,F
102445,68.75034616,3,F
102446,361.01,3,F
102447,73.54,2,M
102448,48.44,1,F
102449,36.81,2,F
102450,49.7,1,M
102451,178.27,3,M
102452,163.56,2,F
102453,1226.59,6,M
102454,530.13,3,M
102455,35.31,1,F
102456,1416.15,9,F
102457,86.34,2,F
102458,43.53,1,F
102459,160.21,1,F
102460,98.20851455,3,F
102461,310.23,1,M
102462,263.15,1,M
102463,110.51,2,M
102464,1100.57,8,F
102465,144.01,2,F
102466,50.86,1,F
102467,398.07,3,F
102468,838.86,4,F
102469,134.3,2,F
102470,69.7,3,M
102471,97.3,3,F
102472,39.6,2,F
102473,122.51,2,M
102474,67.49,3,M
102475,184.01,2,F
102476,92.13,1,F
102477,282.42,4,M
102478,2159.92,17,M
102479,105.61,1,M
102480,158.25,2,M
102481,470.48,3,F
102482,126.17,1,M
102483,148.95,2,M
102484,51.85,2,M
102485,523.72,3,F
102486,515.63,2,F
102487,162.68,2,M
102488,111.06,3,F
102489,545.94,3,F
102490,56.18,2,F
102491,41.71,1,M
102492,156.33,1,F
102493,158.55,3,M
102494,106.12,1,F
102495,48.03,2,M
102496,126.25,1,F
102497,45.62,1,M
102498,174.26,3,F
102499,266.06,2,F
102500,453.89,3,M
102501,62.87,2,F
102502,421.45,3,F
102503,101.12,2,M
102504,152.74,1,F
102505,50.68128521,1,M
102506,211.48,2,M
102507,76.43,3,F
102508,184.17,3,F
102509,83.92,2,F
102510,295.49,4,M
102511,177.18,2,M
102512,91.03,2,M
102513,179.29,2,M
102514,54.38,3,M
102515,137.07,1,F
102516,512.44,2,M
102517,375.91,3,F
102518,34.72,2,M
